protein_name,kingdom,n_residues,n_frames_geo,n_frames_graph,rg,rg_err,ree,ree_err,delta,delta_err,nu,nu_err,A0,A0_err,fragmentation_index,fragmentation_index_std,global_efficiency,global_efficiency_std,avg_clustering,avg_clustering_std,transitivity,transitivity_std,degree_assortativity,degree_assortativity_std
A0A014QYM5,Fungi,146,200,50,3.1339902877807617,0.0481114283653072,7.448186874389648,0.2227570188432089,0.353325754404068,0.0122718810221776,0.4722537239809248,0.000800667662167,0.6802005675378406,0.0022775128910697,0.9986301369863014,0.0078692638993671,0.145844889627399,0.0215301999300616,0.1130236909209511,0.0314797468719346,0.1642223036079541,0.0365274693655055,0.3615634950954516,0.0889787210518928
A0A015JIE0,Fungi,110,200,50,3.0510342121124268,0.0415068823337349,7.411342144012451,0.198819311621701,0.4305287301540375,0.013589386238272,0.559895933290375,0.0010302846771417,0.544067288761791,0.0022174173763174,0.9936363636363638,0.0292184703272512,0.1661920506840527,0.0228675352304341,0.1006656565656565,0.0349168637371347,0.1459817497612602,0.0375023113152842,0.3446503900505742,0.0785630916321483
A0A015JUN3,Fungi,50,200,50,1.945890069007873,0.0285756813015619,4.5890889167785645,0.1218320152409977,0.409453421831131,0.0141515661918195,0.5253155475065749,0.0023759106679506,0.6040605250482289,0.0045644053391929,0.998,0.011489125293076,0.239398562960639,0.0391894567288968,0.0842961904761904,0.0529319336078406,0.118654491818797,0.0625187695062833,0.2507452661034167,0.137697466128831
A0A016UXC2,Protists,127,200,50,3.137712955474853,0.0495203258613839,7.257291793823242,0.2009797590763694,0.4058461785316467,0.0142186102374169,0.5151260573051064,0.0003800633761262,0.6153194579192485,0.0009521328308824,0.999527559055118,0.0033070866141732,0.15373269470147,0.02248528815764,0.115525843360489,0.0387878463547203,0.1593628372647487,0.0409414732241511,0.3351069909755469,0.0808612311223234
A0A016W122,Protists,85,200,50,2.3215935230255127,0.0361820537075534,5.396622180938721,0.1719946970058514,0.3710851371288299,0.0138804871452383,0.4892074686598179,0.0013446944361386,0.6156024761436806,0.0030350523455243,1.0,0.0,0.2202077783334706,0.035060468031102,0.1537395049395049,0.0504854347932317,0.1881636748933739,0.048367243735024,0.2984120799410382,0.1230685227107092
A0A059D3A3,Plants,41,200,50,2.0436158180236816,0.0259204045572665,5.098047256469727,0.1218953703836793,0.5018907785415649,0.0137323757438725,0.6226282015132415,0.0032349697185794,0.5357672165596502,0.0052625819389731,0.9878048780487804,0.0505178418956292,0.2349984983836436,0.0309676017195042,0.0630836236933797,0.0535674726041574,0.1026249446285283,0.0808870947547901,0.2953708657072644,0.1423139011802787
A0A059IY03,Fungi,97,200,50,2.5511746406555176,0.0404717388755679,5.581161975860596,0.1904301837304804,0.3505453765392303,0.0134041982542712,0.4265999168151188,0.0019212515064264,0.7942190841391621,0.0057318500807404,0.9979381443298968,0.0068384016295987,0.1854034267997908,0.0277507972951595,0.1066686005861263,0.0421563180635891,0.1499570216327671,0.0476639811203093,0.3244961330423008,0.1041448618696362
A0A059J365,Fungi,246,203,51,4.222105026245117,0.0641420059174837,9.278374671936035,0.27293527605572,0.3641818165779114,0.0125405032486818,0.4603923290967002,0.0005221737645619,0.753988867295755,0.0018452890956229,0.9996811732823212,0.0013573558397837,0.1062126650674133,0.0177383432409026,0.1072087157931251,0.0238366812526633,0.1515509405448688,0.0229634386742573,0.3673803511207205,0.0772044554357185
A0A060BGV2,Viruses,32,200,50,1.8709957599639893,0.019598727099475,4.745255947113037,0.0959090734434508,0.543910801410675,0.0136232312112975,0.6648404258285833,0.0084494062934573,0.5129372202580379,0.012231329911907,0.9775,0.0715454401062709,0.2452817621860266,0.036112598729806,0.0358660714285714,0.0399401267859601,0.059041628264133,0.0621883899623341,0.2139870999097701,0.1319046136333858
A0A061D931,Protists,187,203,51,3.0178534984588623,0.0521039760503041,6.4825592041015625,0.2240926905022698,0.2972576022148132,0.0131188807104599,0.3506652551650823,0.0008195809755499,0.9704707158855044,0.0034509567879956,0.9952815350739226,0.0228516064123391,0.1504204688150249,0.0238008703069814,0.1187648451882487,0.0282331322703839,0.1637047079247104,0.0286912164921722,0.3606797736611783,0.0782742805100055
