protein_name,kingdom,n_residues,n_frames_geo,n_frames_graph,rg,rg_err,ree,ree_err,delta,delta_err,nu,nu_err,A0,A0_err,fragmentation_index,fragmentation_index_std,global_efficiency,global_efficiency_std,avg_clustering,avg_clustering_std,transitivity,transitivity_std,degree_assortativity,degree_assortativity_std
A0A014QYM5,Fungi,146,200,50,3.1940431594848637,0.0466345817200612,7.743967056274414,0.2112800442426862,0.3957957923412323,0.0135375034677551,0.4929505385190902,0.0009028499381411,0.6350699528991474,0.0024051187410971,0.993013698630137,0.0441021435050232,0.1483505815607395,0.0208136053036777,0.1188938109075095,0.0286040499680217,0.1650757735017561,0.0330609465020177,0.3651538237270793,0.0969946247890674
A0A015JIE0,Fungi,110,200,50,2.9198906421661377,0.0442945128264091,6.961667537689209,0.186428256170674,0.4009350538253784,0.0140099454051244,0.5084549436740436,0.0008698950384905,0.631592170171729,0.0021576761571688,0.9996363636363635,0.0017814470856604,0.1661337321811802,0.0213670045674412,0.0924461891643709,0.0268236397146806,0.1383775207067867,0.031355728195456,0.359725775067626,0.1001273929263506
A0A015JUN3,Fungi,50,200,50,1.9031327962875368,0.0252674761168479,4.321455478668213,0.1185670927623619,0.3852750360965729,0.0132808533947617,0.4866042743168773,0.003006588604182,0.6652523960668416,0.0063244639983015,0.998,0.0139999999999999,0.2386524688588421,0.0340567651652818,0.0879361904761904,0.0540574563911769,0.1209695311892342,0.0703264354456942,0.2216384357608637,0.1248187783115166
A0A016UXC2,Protists,127,200,50,3.156852960586548,0.0509128872389778,7.619820594787598,0.2155896606553615,0.4077115654945373,0.0133094110456415,0.5307069064664438,0.0004010891693457,0.5827005882300824,0.0009536370557327,0.9984251968503938,0.011023622047244,0.1550049650804576,0.0224901626323008,0.1186661212802945,0.0308770054451229,0.1643181933061765,0.0360987389939036,0.317262748729291,0.1096727970441111
A0A016W122,Protists,85,200,50,2.317263603210449,0.0351321525303803,5.370509624481201,0.1560853743697896,0.3957141935825348,0.012940630335856,0.4923805450220258,0.0007943345182987,0.6065430088252276,0.001767331582482,0.9983529411764704,0.0070627440093193,0.208193221705096,0.0310001183719641,0.1449140140904846,0.0484368114540626,0.1851088658946627,0.0459311128630371,0.2939655505945688,0.1156462897165436
A0A059D3A3,Plants,41,200,50,2.0245020389556885,0.0249255555936184,5.063108921051025,0.1169461755448512,0.5074111819267273,0.0137308468669428,0.6260413450994957,0.0033338658618013,0.5255044490927886,0.0053219404559638,0.9970731707317072,0.0204878048780487,0.2394446005012414,0.0284268747247871,0.0675447154471544,0.04547825552661,0.096128974036996,0.066305739550987,0.1974544245220213,0.1456491505874548
A0A059IY03,Fungi,97,200,50,2.578190326690674,0.0406467958108579,6.019214630126953,0.1848021970376449,0.3676666915416717,0.0131817651002414,0.4569411278224987,0.0012881510579093,0.7182605200905006,0.0034926896713281,0.9969072164948456,0.0107632025865057,0.187216822462373,0.0319062628544716,0.1145049909998363,0.0397626994218422,0.1568323850617856,0.042574479302167,0.3130299665282291,0.1022751807118578
A0A059J365,Fungi,246,203,51,4.052600860595703,0.0707893400517368,8.699149131774902,0.2830821254748221,0.3667845726013183,0.0135426701251484,0.4491937744218684,0.0004702932339998,0.75987639255308,0.001672218439798,0.9998405866411604,0.0007890558693297,0.1106507843465301,0.0173028188843829,0.1092903943214799,0.0208471608012135,0.1579658004488839,0.0229217305025737,0.3800544330289371,0.0631653996190119
A0A060BGV2,Viruses,32,200,50,1.9466845989227293,0.0198520001562316,5.067971706390381,0.0920866830289311,0.5865793824195862,0.0133477520337318,0.7129679222390012,0.009160429371198,0.4685962485748225,0.0121836864854464,0.96,0.1164313102219501,0.245523037848188,0.0323870875722191,0.0464583333333333,0.0424141289352184,0.0725342540247734,0.0714896282431524,0.2011628857584741,0.1786741314322157
A0A061D931,Protists,187,203,51,2.948479652404785,0.0488189240963271,6.082125186920166,0.2113591116878399,0.2868358492851257,0.0124843250675748,0.3447856133974307,0.0009171378652449,0.972920343139004,0.0038674086955368,0.9988465974625144,0.0081557875569382,0.1605271846705066,0.0259631802924503,0.1187479687951534,0.0246624831352114,0.1617796903461825,0.0279770351047038,0.3549559229717637,0.0827250649165232
A0A061HVY4,Mammals,71,200,50,3.384293556213379,0.0431343491715042,8.406826972961426,0.1809187864158511,0.5618091821670532,0.01446327901505,0.6518709899029926,0.0054768669094127,0.5644932602360896,0.0110498123135482,0.987887323943662,0.0463729052358368,0.1509790874103709,0.016102552796991,0.0401455399061032,0.0278203001438027,0.0801379439637514,0.0560117082644389,0.3649546196812157,0.1050430406261474
A0A061HXT4,Mammals,105,200,50,4.874691009521484,0.0504538869852699,12.292795181274414,0.2538769873781978,0.5352609157562256,0.0136390910703922,0.6808516821175851,0.0011527540814126,0.5680368340782258,0.0025998352330478,0.9925714285714288,0.0336064997492572,0.1159992319556447,0.0073663607265982,0.0295551020408163,0.0208274277109485,0.0579908155575529,0.0434050413691269,0.3163074466557362,0.1037413221750296
A0A061HZH3,Mammals,69,200,50,3.458460807800293,0.0413441069901009,8.192718505859375,0.1782510426337661,0.5999248027801514,0.0131640391894289,0.6676955445628957,0.0063312946744914,0.5563991864478547,0.0125174289976496,0.9695652173913044,0.1043176284807426,0.1554989696899,0.0208501216401914,0.0425203588681849,0.0289157194453727,0.0874223493611016,0.0589761237606212,0.3456197517687696,0.1419728874855179
A0A061IB06,Mammals,73,200,50,3.870538949966431,0.0431332491387581,9.79446792602539,0.2004233363823286,0.5852656364440918,0.0141047758142739,0.693852819992814,0.0046729901227337,0.5498170183318473,0.0092999315481072,0.9427397260273972,0.1273807619306754,0.1320344284665655,0.0158403233973684,0.0274037834311806,0.0239052672901292,0.0623354814581862,0.0505538989069931,0.3852902248355584,0.1602099272332863
