protein_name,kingdom,n_residues,n_frames_geo,n_frames_graph,rg,rg_err,ree,ree_err,delta,delta_err,nu,nu_err,A0,A0_err,fragmentation_index,fragmentation_index_std,global_efficiency,global_efficiency_std,avg_clustering,avg_clustering_std,transitivity,transitivity_std,degree_assortativity,degree_assortativity_std
A0A014QYM5,Fungi,146,200,50,3.291921377182007,0.0494780272842184,7.789294242858887,0.2190367333838917,0.3707644641399383,0.0133624033319454,0.4963719155151669,0.0007048431789189,0.648396678585131,0.001917997903053,0.9913698630136986,0.0536841258018375,0.139074862871813,0.0215288410040419,0.1107187728557591,0.0276555836912572,0.1594625579873581,0.030114986900726,0.3579378382185442,0.0949384418926127
A0A015JIE0,Fungi,110,200,50,3.100029945373535,0.0471012864176769,7.454136848449707,0.1951856126479645,0.4365171194076538,0.0131801571979707,0.5466477712218328,0.0010589586491644,0.5809457040898095,0.0024291904765782,0.998,0.0066282640485666,0.1604834297847699,0.0196891131297755,0.1015819624819624,0.0384158379457433,0.1415671408794901,0.0451042159887076,0.3104942071367388,0.1168367535717227
A0A015JUN3,Fungi,50,200,50,1.9800918102264404,0.0289505838410936,4.743711471557617,0.1232707316323959,0.4248181879520416,0.0145699189711522,0.5355722321509477,0.002534118610746,0.5953643207525511,0.004805422292952,0.9984,0.0054258639865002,0.2412616140605879,0.0348010962774366,0.0892257142857142,0.0516325362889343,0.1251644302313709,0.0608918461816385,0.2484120890127213,0.1200425739640721
A0A016UXC2,Protists,127,200,50,3.2500696182250977,0.0518939815786144,7.849895477294922,0.2206604997283618,0.419698566198349,0.0138412684490277,0.5331942671956891,0.0004471814437702,0.5938382656038365,0.0010839250448415,0.9925984251968504,0.0463540839344517,0.1519631409967187,0.0204163987269511,0.1211048846166956,0.0262401541238092,0.1681337900745141,0.031575251188857,0.3277279723121551,0.0896349643131085
A0A016W122,Protists,85,200,50,2.449368476867676,0.039929612392542,5.892356395721436,0.1742181792871527,0.4134192764759063,0.0139121657702503,0.5284169745209037,0.0010226679612744,0.5643731755423833,0.0021285629733165,0.999529411764706,0.0023054021108547,0.2077880204634112,0.0282614410469648,0.1398850352262116,0.0432492273522381,0.1831076233943218,0.0447003724860432,0.2984319277206659,0.1145753258047791
A0A059D3A3,Plants,41,200,50,2.1040380001068115,0.024358507679068,5.317615985870361,0.1193632888775812,0.5368711352348328,0.01388811677849,0.6498731388795138,0.0034151515399616,0.5093190471187719,0.0052999934111342,0.9946341463414634,0.037560975609756,0.2312630589358008,0.0281924697438908,0.0502578397212543,0.0499678945001376,0.0751528032356129,0.0693595664210205,0.2456822877228934,0.113888433641026
A0A059IY03,Fungi,97,200,50,2.6709587574005127,0.0438857347573867,6.166375637054443,0.1977993747464767,0.3761551678180694,0.0130226533714142,0.4688198762160538,0.0015928848735361,0.7137175526229013,0.0042996768242473,0.9964948453608248,0.0136160552421435,0.1790272629942497,0.0285090172430885,0.1096158194611802,0.0358206427767511,0.156128941489818,0.0428494133656268,0.3315693306615849,0.0987078502175672
A0A059J365,Fungi,246,203,51,4.4909257888793945,0.0763800955800201,10.278337478637695,0.3151734201410915,0.3837387263774872,0.0133409986649478,0.4968164294700594,0.0003207122808853,0.6795813879663399,0.0010266890761128,0.9925075721345448,0.0518419497869704,0.1016910005650853,0.016779478130739,0.1016513889780269,0.0206096267320719,0.1480882927744569,0.0256791904128376,0.3526802575639087,0.08408231785184
A0A060BGV2,Viruses,32,200,50,1.890916466712952,0.0200192156703561,4.825084686279297,0.0970304662124105,0.5618585348129272,0.0127685500217421,0.6752282524596316,0.0084058160882371,0.5041881097628255,0.0119756618621447,0.978125,0.0832095434730896,0.2504002838666861,0.0370360837480318,0.0472083333333333,0.047330398970077,0.0723277307623362,0.0736514700518738,0.1921748429321931,0.1407275731386922
A0A061D931,Protists,187,203,51,3.357001543045044,0.0605590605690907,7.383985042572021,0.232512337219909,0.3312989473342895,0.0131037429836919,0.4206381730263567,0.0007275778824537,0.8051466928836992,0.0025717398107157,0.990143651043305,0.0550096976920947,0.1372016359716602,0.0257509922704781,0.1125562535282572,0.0325526560141775,0.160556022724133,0.0338572141403957,0.3714921286538137,0.0979578014254451
